alpha,epsilon,tau_a,tau_b,translation, source_key, target_key, linear_term
0.20389241897204938,0.008204732179291713,0.933185165490113,0.37248426700539916,-0.33140268048172733, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.1471043932440847,0.008529493355511043,0.9524670965948377,0.357696887475606,-0.4480076569009668, pca_plus_slides, uni_pca_95, brain_area_similarities
0.16124708980772437,0.008360300743760743,0.9827063221622866,0.4061337407611757,-0.4189539609477267, pca_plus_slides_scaled, uni_pca_95, brain_area_onehot
0.1734451921744502,0.008310377477889604,0.93464075621566,0.3691465567518666,-0.3264606108711006, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.1458267043427263,0.008523671488117581,0.952158092848589,0.35295312607593987,-0.447913331753994, pca_plus_slides, uni_pca_95, brain_area_similarities
0.24275624006696822,0.008501226852260365,0.8934349855908637,0.4274788281677582,-0.4205337173756434, pca_plus_slides, uni_pca_95, brain_area_onehot
0.15878221003034282,0.008509250943483418,0.9918479815938597,0.25358926873250287,-0.44704519812025234, pca_plus_slides_scaled, uni_pca_95, brain_area_similarities
0.19034029101940064,0.00846519534745377,0.8964028819437877,0.4192328368269892,-0.4515969876564569, pca_plus_slides, uni_pca_95, brain_area_similarities
0.15248004963116904,0.008557443447339354,0.9665382875297052,0.31073855502933245,-0.44668158071576936, pca_plus_slides_scaled, uni_pca_95, brain_area_similarities
0.13309360660550834,0.008449062560867457,1.0,0.1,-0.43078199982624205, pca_plus_slides, uni_pca_95, brain_area_similarities
0.15777765488023898,0.00848168981563446,0.8941148795755843,0.3977346200694557,-0.44099375299641297, pca_plus_slides, uni_pca_95, brain_area_similarities
0.1769525258092148,0.008547740029229018,0.9338042674794385,0.47129378411938116,-0.4188811866285566, pca_plus_slides, uni_pca_95, brain_area_onehot
0.13346832993002755,0.008493013338047093,0.951608853180295,0.38133576188963514,-0.44834644012986113, pca_plus_slides, uni_pca_95, brain_area_similarities
0.16259755571326379,0.0085666995230351,0.9258403890996857,0.41378954998334416,-0.4505415452676648, pca_plus_slides, uni_pca_95, brain_area_similarities
0.20377879568053922,0.008322070873193177,0.9696342049371592,0.326430863051223,-0.3491015923837093, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.2325104864537327,0.008279316739927581,0.9407004252654715,0.4431850229454485,-0.24363302906999074, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.1492764986478565,0.008569346028254628,0.9585483469140741,0.3396581449729286,-0.4476134707259458, pca_plus_slides, uni_pca_95, brain_area_similarities
0.1755028182190341,0.00853909457385728,1.0,0.360365030533612,-4.183158156820677, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.8485615602849403,0.11437061823811627,0.5195050390064406,0.949470358138975,-0.6997866009580905, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.18639852240643087,0.008638181535059311,0.9378376389123412,0.3788938065534804,-0.41932480465521804, pca_plus_slides, uni_pca_95, brain_area_onehot
0.15893132255950748,0.008578772507593544,0.9404309065778172,0.3526206751339396,-0.44933284850114436, pca_plus_slides, uni_pca_95, brain_area_similarities
0.1712215538392402,0.008567615080165791,0.9529011737190176,0.3332175136310203,-0.41917456265176395, pca_plus_slides, uni_pca_95, brain_area_onehot
0.15399018896594505,0.00858935791046497,0.9594015655944942,0.2547226838968113,-0.44578329588577054, pca_plus_slides, uni_pca_95, brain_area_similarities
0.8259956946865608,0.11437917700650646,0.5408644029384627,0.9625532872749053,-0.6472666517927843, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.18617582753326234,0.008464992541742005,0.9591416241870202,0.4269716341824563,-0.2773891332338168, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.24105473656097223,0.00850680294163174,0.9320759524068628,0.48519680004024357,-0.4431040830646466, pca_plus_slides, uni_pca_95, brain_area_similarities
0.76745398899412,0.11437689000027779,0.5627425716926956,0.9714262168517789,-0.576152443466717, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.95,0.005360802186520617,0.6898486602750544,0.9157618604565592,-0.8106293946059995, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.04738841267450942,0.008437694354667931,1.0,0.23735216756300723,-0.4341974551089664, pca_plus_slides_scaled, uni_pca_95, brain_area_similarities
0.1588730191275786,0.008446016439713044,0.9555192964407823,0.28168828386588696,-0.4463357659666685, pca_plus_slides, uni_pca_95, brain_area_similarities
0.14254526196778594,0.008395857082201546,0.9483358374033668,0.34010865207045693,-0.3488622324500475, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.14223045383663308,0.008508248761058938,0.9785914966379974,0.28217095326748465,-0.4462917058118773, pca_plus_slides_scaled, uni_pca_95, brain_area_similarities
0.12973651019376706,0.008535925615914933,0.975051572566221,0.3176618490388565,-0.33119759967399215, pca_plus_slides, uni_pca_plus_coords, brain_area_similarities
0.16687379787497275,0.008584970816480417,0.9532899844154612,0.36211873743415446,-0.4484605655425045, pca_plus_slides, uni_pca_95, brain_area_similarities
0.19935596642409914,0.008243148891699133,0.9449615544033715,0.38005876954146345,-0.30436070541891463, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.14587188174056015,0.00858334410352303,1.0,0.31497485009521764,-0.4587524455109164, pca_plus_slides_scaled, uni_pca_95, brain_area_similarities
0.14084458927656532,0.00860089380411006,0.957340963029983,0.3493524906368003,-0.4477031234702728, pca_plus_slides, uni_pca_95, brain_area_similarities
0.1537263060862519,0.008551946535646098,0.9565915224720034,0.3463429347483179,-0.4478759357741024, pca_plus_slides, uni_pca_95, brain_area_similarities
0.15756098160000653,0.008587808996661922,0.9185010641465366,0.37817028562896726,-0.4495437615543063, pca_plus_slides, uni_pca_95, brain_area_similarities
0.12236263172973783,0.00825707626629654,0.9802306231337681,0.2800801855951395,-0.38159866077000704, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.08784963976894324,0.008425514351543964,0.9955607522967123,0.26061497033012554,-0.4216363552400291, pca_plus_slides_scaled, uni_pca_95, brain_area_onehot
0.8649192690893185,0.11438627338357825,0.5937910757341919,1.0,-0.602408951874192, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.13888099114974514,0.008608385946091727,0.9595240164868706,0.3415387500612568,-0.44753489483072834, pca_plus_slides, uni_pca_95, brain_area_similarities
0.6903219578888559,0.11436236749489591,0.6032969001094487,0.9717950054252318,-0.5236388360425256, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.14437690219208682,0.008351963869203406,0.9533229041389184,0.3349822171913164,-0.35393188449489177, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.13666109313395328,0.00857762840065377,0.968137413477229,0.32102112784920306,-0.44715808770123483, pca_plus_slides, uni_pca_95, brain_area_similarities
0.21552484518856452,0.008647900735574345,0.9308641538912141,0.5261116418463544,-0.44276747690168516, pca_plus_slides, uni_pca_95, brain_area_similarities
0.06553608712510059,0.00847993203007101,0.9714367213382816,0.29434761892592604,-0.3701173260369508, pca_plus_slides, uni_pca_plus_coords, brain_area_onehot
0.04017296412059495,0.008597778730297177,1.0,0.13667250797417307,-0.4554910862057004, pca_plus_slides, uni_pca_95, brain_area_similarities
0.8093387568565142,0.11436558728897897,0.5516655431675656,0.9635813660864407,-0.63358916322397, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_similarities
0.1158015337319869,0.00855271524378964,0.9633383367386983,0.29254864208262343,-0.44624876019265125, pca_plus_slides, uni_pca_95, brain_area_similarities
0.04895940403868015,0.008537423675602382,0.992117399380188,0.29492396468479365,-0.42021060697327667, pca_plus_slides_scaled, uni_pca_95, brain_area_onehot
0.15961194573605816,0.008636609688403216,0.9635660823597771,0.3131887567732192,-0.4472916358087025, pca_plus_slides, uni_pca_95, brain_area_similarities
0.13629374813338477,0.00866800846161263,0.92292113139208,0.460344217045744,-0.450508279029757, pca_plus_slides, uni_pca_95, brain_area_similarities
0.22802302029969165,0.008180065175654718,0.9274044891094498,0.37471679927677226,-0.3347323745373436, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.1495270215680633,0.00857150208466465,0.9700812319467828,0.3235588536813556,-0.4473713006146232, pca_plus_slides, uni_pca_95, brain_area_similarities
0.1746773721802795,0.008256136609255036,0.9527670599382502,0.3465635875033599,-0.34879858785171264, pca_plus_slides_scaled, uni_pca_plus_coords, brain_area_onehot
0.15731011042371681,0.00864672419564658,0.9494280882032297,0.32807634863362467,-0.4476680567999279, pca_plus_slides, uni_pca_95, brain_area_similarities
0.10340232794179804,0.008636062685660601,0.999999108594115,0.28861140934620966,-0.4489542171768007, pca_plus_slides, uni_pca_95, brain_area_similarities
0.04896582738680948,0.008602135178027673,1.0,0.16627605327824826,-0.4345225509601698, pca_plus_slides, uni_pca_95, brain_area_similarities
0.21541715569328207,0.008618535039668538,0.9496084029889738,0.3839087340841969,-0.44994054931302335, pca_plus_slides, uni_pca_95, brain_area_similarities
0.23757774763407788,0.008508193319467344,0.8018958197025884,0.6173968332699474,-1000000.0, pca_plus_slides, uni_pca_plus_coords, brain_area_onehot
0.08146885837425913,0.008454167209814354,0.9586649841098763,0.361970889938973,-0.29570007288973216, pca_plus_slides, uni_pca_plus_coords, brain_area_onehot
